# gene name           KO     thrshld  score   E-value KO definition
* LOC_Os01g18110.1    K09753  376.53  576.8  1.1e-173 cinnamoyl-CoA reductase [EC:1.2.1.44]
* LOC_Os01g18120.1    K09753  376.53  581.7  3.6e-175 cinnamoyl-CoA reductase [EC:1.2.1.44]
* LOC_Os01g18210.1    K03768  237.37  259.1   3.9e-77 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
* LOC_Os01g18240.1    K09422  178.00  253.7   1.2e-75 transcription factor MYB, plant
* LOC_Os01g18280.1    K15053  163.83  243.1     3e-72 charged multivesicular body protein 7
* LOC_Os01g18320.1    K00231  139.27  427.9  4.6e-128 protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
* LOC_Os01g18360.2    K14484   84.70  114.2   4.2e-33 auxin-responsive protein IAA
* LOC_Os01g18360.1    K14484   84.70  160.1   3.9e-47 auxin-responsive protein IAA
* LOC_Os01g18400.1    K20547  322.20  436.6  1.2e-130 basic endochitinase B [EC:3.2.1.14]
* LOC_Os01g18520.1    K07497   14.00   28.8   4.6e-07 putative transposase
* LOC_Os01g18630.1    K08245  456.53  825.2  1.6e-248 phytepsin [EC:3.4.23.40]
* LOC_Os01g18630.2    K08245  456.53  590.0  2.8e-177 phytepsin [EC:3.4.23.40]
* LOC_Os01g18640.1    K22207  372.93  696.0  1.3e-209 L-cysteine desulfhydrase [EC:4.4.1.28]
* LOC_Os01g18640.2    K22207  372.93  695.4    2e-209 L-cysteine desulfhydrase [EC:4.4.1.28]
* LOC_Os01g18660.1    K22207  372.93  658.3  3.5e-198 L-cysteine desulfhydrase [EC:4.4.1.28]
* LOC_Os01g18670.1    K05658  954.47 1947.7         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* LOC_Os01g18690.1    K07497   14.00   23.2   2.3e-05 putative transposase
* LOC_Os01g18800.1    K07198  459.93  540.6  3.8e-162 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]
* LOC_Os01g18800.2    K07198  459.93  531.9  1.6e-159 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]
* LOC_Os01g18800.3    K07198  459.93  507.3  4.5e-152 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]
* LOC_Os01g18860.2    K00789   19.60  698.3  4.2e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* LOC_Os01g18860.1    K00789   19.60  698.3  4.2e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* LOC_Os01g18890.1    K00430  110.93  300.7   1.4e-89 peroxidase [EC:1.11.1.7]
* LOC_Os01g18910.1    K00430  110.93  331.0   9.7e-99 peroxidase [EC:1.11.1.7]
* LOC_Os01g18930.1    K00430  110.93  350.8    1e-104 peroxidase [EC:1.11.1.7]
* LOC_Os01g18950.1    K00430  110.93  319.6   2.8e-95 peroxidase [EC:1.11.1.7]
* LOC_Os01g18970.1    K00430  110.93  353.7  1.3e-105 peroxidase [EC:1.11.1.7]
* LOC_Os01g19000.1    K07497   14.00   25.2   5.8e-06 putative transposase
* LOC_Os01g19020.1    K00430  110.93  350.4  1.3e-104 peroxidase [EC:1.11.1.7]
* LOC_Os01g19050.1    K17604  159.30  557.2  4.4e-167 zinc finger SWIM domain-containing protein 3
* LOC_Os01g19130.1    K14803  383.33  400.3    5e-120 protein phosphatase PTC2/3 [EC:3.1.3.16]
* LOC_Os01g19150.2    K00924  367.67  369.9  1.6e-110 kinase [EC:2.7.1.-]
* LOC_Os01g19150.5    K00924  367.67  374.7  5.3e-112 kinase [EC:2.7.1.-]
* LOC_Os01g19150.1    K00924  367.67  374.7  5.3e-112 kinase [EC:2.7.1.-]
* LOC_Os01g19170.1    K01184  465.23  496.2  7.7e-149 polygalacturonase [EC:3.2.1.15]
* LOC_Os01g19220.1    K15920  718.00  994.6  2.2e-299 xylan 1,4-beta-xylosidase [EC:3.2.1.37]
* LOC_Os01g19220.1    K05349  307.93  558.8  1.1e-167 beta-glucosidase [EC:3.2.1.21]
* LOC_Os01g19260.1    K08900  145.43  388.1  5.4e-116 mitochondrial chaperone BCS1
* LOC_Os01g19330.1    K09422  178.00  213.5   2.1e-63 transcription factor MYB, plant
* LOC_Os01g19390.1    K13508  206.47  604.0  1.4e-181 glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]
* LOC_Os01g19440.1    K01051   80.40  326.0   1.9e-97 pectinesterase [EC:3.1.1.11]
* LOC_Os01g19450.1    K01648  576.57 1068.5         0 ATP citrate (pro-S)-lyase [EC:2.3.3.8]
* LOC_Os01g19450.2    K01648  576.57  919.6  1.4e-276 ATP citrate (pro-S)-lyase [EC:2.3.3.8]
* LOC_Os01g19460.1    K15255  133.30  272.8   3.2e-81 ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
* LOC_Os01g19470.1    K26500  624.30 1235.6         0 BOS complex subunit NOMO
* LOC_Os01g19480.1    K20285  227.03  440.6  3.1e-132 Rab9 effector protein with kelch motifs
* LOC_Os01g19750.1    K14509  330.80  352.6  2.8e-105 ethylene receptor [EC:2.7.13.-]
* LOC_Os01g19840.1    K02905   37.60  100.0   9.6e-29 large subunit ribosomal protein L29e
* LOC_Os01g19970.1    K09422  178.00  246.5   1.9e-73 transcription factor MYB, plant
* LOC_Os01g20160.1    K24976  211.93  458.2  2.9e-137 Trk/Ktr/HKT type cation transporter
* LOC_Os01g20206.1    K22438  120.40  166.0   8.6e-49 trans-aconitate 3-methyltransferase [EC:2.1.1.145]
* LOC_Os01g20840.1    K13806  125.90  144.5   2.2e-42 sn1-specific diacylglycerol lipase [EC:3.1.1.116]
* LOC_Os01g20860.1    K01115  107.50  717.1  2.4e-215 phospholipase D1/2 [EC:3.1.4.4]
* LOC_Os01g20900.2    K13436  392.23  423.5    9e-127 pto-interacting protein 1 [EC:2.7.11.1]
* LOC_Os01g20900.1    K13436  392.23  429.1  1.8e-128 pto-interacting protein 1 [EC:2.7.11.1]
* LOC_Os01g20980.1    K01051   80.40  485.3  9.6e-146 pectinesterase [EC:3.1.1.11]
* LOC_Os01g20990.1    K07497   14.00   24.1   1.2e-05 putative transposase
* LOC_Os01g21034.2    K01051   80.40  130.0     5e-38 pectinesterase [EC:3.1.1.11]
* LOC_Os01g21034.1    K01051   80.40  528.2  9.3e-159 pectinesterase [EC:3.1.1.11]
* LOC_Os01g21034.3    K01051   80.40  128.4   1.5e-37 pectinesterase [EC:3.1.1.11]
* LOC_Os01g21070.1    K01179   44.23  282.5   4.9e-84 endoglucanase [EC:3.2.1.4]
* LOC_Os01g21120.1    K09286   88.23  151.2   2.2e-44 EREBP-like factor
* LOC_Os01g21160.2    K09699  433.10  514.3  1.6e-154 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
* LOC_Os01g21160.1    K09699  433.10  513.6  2.7e-154 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
* LOC_Os01g21180.2    K07575  160.47  270.4   2.1e-80 malignant T-cell-amplified sequence
* LOC_Os01g21180.1    K07575  160.47  371.2  5.2e-111 malignant T-cell-amplified sequence
* LOC_Os01g21240.1    K13457  480.30  534.9    2e-160 disease resistance protein RPM1
* LOC_Os01g21310.1    K01054  215.33  217.6   1.4e-64 acylglycerol lipase [EC:3.1.1.23]
* LOC_Os01g21320.1    K08678  527.80  667.2    7e-201 UDP-glucuronate decarboxylase [EC:4.1.1.35]
* LOC_Os01g21380.1    K00306  322.33  377.7  7.5e-113 sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
* LOC_Os01g21530.1    K07497   14.00   30.4   1.5e-07 putative transposase
* LOC_Os01g21536.1    K07497   14.00   25.1   6.1e-06 putative transposase
* LOC_Os01g21560.1    K01054  215.33  296.3     2e-88 acylglycerol lipase [EC:3.1.1.23]
* LOC_Os01g21600.1    K07497   14.00   41.4   6.7e-11 putative transposase
* LOC_Os01g21630.1    K19882   97.30  469.1  1.6e-140 O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]
* LOC_Os01g21820.1    K03070  280.80 1248.4         0 preprotein translocase subunit SecA [EC:7.4.2.8]
* LOC_Os01g21940.1    K13111  231.97  934.0  1.7e-281 WD40 repeat-containing protein SMU1
* LOC_Os01g21970.1    K13436  392.23  680.1  1.8e-204 pto-interacting protein 1 [EC:2.7.11.1]
* LOC_Os01g21990.1    K07574   36.37   38.6   6.5e-10 RNA-binding protein
* LOC_Os01g22010.2    K00789   19.60  697.5  7.3e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* LOC_Os01g22010.3    K00789   19.60  697.5  7.3e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* LOC_Os01g22010.1    K00789   19.60  697.5  7.3e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* LOC_Os01g22010.4    K00789   19.60  697.5  7.3e-210 S-adenosylmethionine synthetase [EC:2.5.1.6]
* LOC_Os01g22180.1    K07497   14.00   27.5   1.2e-06 putative transposase
* LOC_Os01g22230.1    K00430  110.93  457.9  3.7e-137 peroxidase [EC:1.11.1.7]
* LOC_Os01g22230.2    K00430  110.93  316.7   2.1e-94 peroxidase [EC:1.11.1.7]
* LOC_Os01g22249.1    K00430  110.93  463.4  7.7e-139 peroxidase [EC:1.11.1.7]
* LOC_Os01g22336.1    K00430  110.93  464.5  3.5e-139 peroxidase [EC:1.11.1.7]
* LOC_Os01g22352.1    K00430  110.93  441.6  3.2e-132 peroxidase [EC:1.11.1.7]
* LOC_Os01g22370.1    K00430  110.93  486.2  9.7e-146 peroxidase [EC:1.11.1.7]
* LOC_Os01g22390.2    K17601  327.47 1167.8         0 WD repeat-containing protein 81
* LOC_Os01g22390.3    K17601  327.47 1164.9         0 WD repeat-containing protein 81
* LOC_Os01g22490.1    K02977  181.60  346.0  1.9e-103 ubiquitin-small subunit ribosomal protein S27Ae
* LOC_Os01g22520.1    K00382  459.67  712.5  1.8e-214 dihydrolipoyl dehydrogenase [EC:1.8.1.4]
* LOC_Os01g22520.2    K00382  459.67  583.2  2.7e-175 dihydrolipoyl dehydrogenase [EC:1.8.1.4]
* LOC_Os01g22560.1    K13508  206.47  356.7  1.1e-106 glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]
* LOC_Os01g22600.1    K15121  229.97  382.6  1.1e-114 solute carrier family 25, member 44
* LOC_Os01g22630.1    K20102  128.03  376.8  1.9e-112 YTH domain-containing family protein
* LOC_Os01g22630.2    K20102  128.03  376.8  1.9e-112 YTH domain-containing family protein
* LOC_Os01g22870.1    K26752  128.13  208.1   1.5e-61 golgi apparatus membrane protein TVP23
* LOC_Os01g22954.1    K16297  481.97  697.3  8.5e-210 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os01g22980.1    K16297  481.97  686.4  1.7e-206 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os01g22980.2    K16297  481.97  686.5  1.7e-206 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os01g23020.1    K07497   14.00   27.1   1.6e-06 putative transposase
* LOC_Os01g23040.1    K07497   14.00   26.8   1.9e-06 putative transposase
* LOC_Os01g23090.1    K07497   14.00   28.4   6.1e-07 putative transposase
* LOC_Os01g23280.1    K07497   14.00   37.4   1.2e-09 putative transposase
* LOC_Os01g23340.1    K06938   18.87   19.2   0.00056 uncharacterized protein
* LOC_Os01g23380.1    K13457  480.30  607.2  2.7e-182 disease resistance protein RPM1
* LOC_Os01g23550.1    K07497   14.00   26.5   2.3e-06 putative transposase
* LOC_Os01g23580.1    K23025  958.60 1460.9         0 H+-translocating diphosphatase [EC:7.1.3.1]
* LOC_Os01g23590.1    K17491   95.93  870.3  1.3e-261 protein phosphatase 4 regulatory subunit 3
* LOC_Os01g23590.3    K17491   95.93  476.6  1.1e-142 protein phosphatase 4 regulatory subunit 3
* LOC_Os01g23590.2    K17491   95.93  480.4  7.9e-144 protein phosphatase 4 regulatory subunit 3
* LOC_Os01g23610.2    K00382  459.67  574.5  1.1e-172 dihydrolipoyl dehydrogenase [EC:1.8.1.4]
* LOC_Os01g23610.1    K00382  459.67  613.7  1.5e-184 dihydrolipoyl dehydrogenase [EC:1.8.1.4]
* LOC_Os01g23620.1    K07953  151.33  414.5  1.1e-124 GTP-binding protein SAR1 [EC:3.6.5.-]
* LOC_Os01g23630.1    K03127   89.10  168.5   9.9e-50 transcription initiation factor TFIID subunit 13
* LOC_Os01g23640.1    K11866  495.53  515.9    1e-154 STAM-binding protein [EC:3.4.19.12]
* LOC_Os01g23740.2    K09584  273.77  334.7  6.8e-100 protein disulfide-isomerase A6 [EC:5.3.4.1]
* LOC_Os01g23740.1    K09584  273.77  348.5  4.4e-104 protein disulfide-isomerase A6 [EC:5.3.4.1]
* LOC_Os01g24010.1    K08711 1282.33 1916.3         0 ATP-binding cassette, subfamily G (WHITE), member 2, PDR
* LOC_Os01g24060.2    K15042  672.70  759.0  2.6e-228 importin subunit alpha-6/7
* LOC_Os01g24060.1    K15042  672.70  761.6  4.4e-229 importin subunit alpha-6/7
* LOC_Os01g24090.1    K05803   88.33   93.3     1e-26 lipoprotein NlpI
* LOC_Os01g24400.1    K07497   14.00   37.5   1.1e-09 putative transposase
* LOC_Os01g24460.1    K08066   97.97  135.1   2.1e-39 nuclear transcription factor Y, gamma
* LOC_Os01g24680.2    K10527  713.17 1200.0         0 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]
* LOC_Os01g24680.1    K10527  713.17 1413.1         0 enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]
* LOC_Os01g24690.2    K02893  124.67  215.4   6.7e-64 large subunit ribosomal protein L23Ae
* LOC_Os01g24690.1    K02893  124.67  283.7   9.9e-85 large subunit ribosomal protein L23Ae
* LOC_Os01g24690.3    K02893  124.67  277.8   6.3e-83 large subunit ribosomal protein L23Ae
* LOC_Os01g24750.1    K06269  416.13  597.6  8.1e-180 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
* LOC_Os01g24780.1    K20660  652.33  752.6  8.9e-227 cytochrome P450 family 709
* LOC_Os01g24790.1    K19861  411.50  525.8  4.5e-158 benzyl alcohol O-benzoyltransferase [EC:2.3.1.196 2.3.1.232]
* LOC_Os01g24810.1    K24184  575.50  707.9  7.8e-213 cytochrome P450 family 89 subfamily A [EC:1.14.-.-]
* LOC_Os01g24940.1    K10798  256.53  703.7  2.1e-211 poly [ADP-ribose] polymerase 2/3/4 [EC:2.4.2.30]
* LOC_Os01g24950.1    K19985  141.33  578.0  1.8e-173 exocyst complex component 6
* LOC_Os01g24950.2    K19985  141.33  578.0  1.8e-173 exocyst complex component 6
* LOC_Os01g25065.1    K02112  496.90  528.9  1.1e-158 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* LOC_Os01g25100.1    K00799   71.97  105.4   2.4e-30 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g25110.1    K12399  168.53  188.2   1.4e-55 AP-3 complex subunit sigma
* LOC_Os01g25240.1    K06947  135.43  295.7   3.8e-88 polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
* LOC_Os01g25270.1    K23541   38.97  170.5     4e-50 Ca2+/H+ antiporter, TMEM165/GDT1 family
* LOC_Os01g25370.1    K08592  370.50  387.4    8e-116 sentrin-specific protease 1 [EC:3.4.22.68]
* LOC_Os01g25440.1    K00949   36.60  289.9   1.4e-86 thiamine pyrophosphokinase [EC:2.7.6.2]
* LOC_Os01g25484.1    K00366  591.33  789.3  1.4e-237 ferredoxin-nitrite reductase [EC:1.7.7.1]
* LOC_Os01g25484.2    K00366  591.33  802.3  1.6e-241 ferredoxin-nitrite reductase [EC:1.7.7.1]
* LOC_Os01g25484.3    K00366  591.33  725.5  2.7e-218 ferredoxin-nitrite reductase [EC:1.7.7.1]
* LOC_Os01g25610.1    K02987   93.47  549.7  1.4e-165 small subunit ribosomal protein S4e
* LOC_Os01g25679.1    K07497   14.00   23.2   2.3e-05 putative transposase
* LOC_Os01g25740.1    K13457  480.30  496.7  6.8e-149 disease resistance protein RPM1
* LOC_Os01g25760.1    K13457  480.30  486.0  1.2e-145 disease resistance protein RPM1
* LOC_Os01g25820.1    K13447  504.13 1364.1         0 respiratory burst oxidase [EC:1.6.3.- 1.11.1.-]
* LOC_Os01g25820.2    K13447  504.13 1305.4         0 respiratory burst oxidase [EC:1.6.3.- 1.11.1.-]
* LOC_Os01g25860.1    K07497   14.00   28.2   7.2e-07 putative transposase
* LOC_Os01g25880.1    K00859   55.03  302.6   2.4e-90 dephospho-CoA kinase [EC:2.7.1.24]
* LOC_Os01g26160.2    K14289  310.97 1000.8    6e-301 exportin-5
* LOC_Os01g26160.1    K14289  310.97 1010.7  6.1e-304 exportin-5
* LOC_Os01g26190.1    K07497   14.00   28.7     5e-07 putative transposase
* LOC_Os01g27020.2    K08819  507.20  599.5  4.9e-180 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
* LOC_Os01g27020.4    K08819  507.20  624.2  1.6e-187 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
* LOC_Os01g27020.5    K08819  507.20  612.2  6.9e-184 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
* LOC_Os01g27020.3    K08819  507.20  624.2  1.6e-187 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
* LOC_Os01g27020.1    K08819  507.20  624.2  1.6e-187 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
* LOC_Os01g27040.1    K11654  789.87 1511.0         0 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]
* LOC_Os01g27140.1    K03676   80.77  141.2   2.5e-41 glutaredoxin 3
* LOC_Os01g27150.2    K03347  735.00 1042.4         0 cullin 1
* LOC_Os01g27150.1    K03347  735.00 1040.4         0 cullin 1
* LOC_Os01g27160.1    K03347  735.00  887.3  5.6e-267 cullin 1
* LOC_Os01g27170.1    K03549  130.53 1104.3         0 KUP system potassium uptake protein
* LOC_Os01g27210.1    K00799   71.97  136.0   1.2e-39 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27260.1    K00799   71.97  135.6   1.6e-39 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27340.1    K00799   71.97  128.3   2.6e-37 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27360.1    K00799   71.97  136.8   6.7e-40 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27380.1    K00799   71.97   80.2   1.1e-22 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27390.1    K00799   71.97  141.1   3.2e-41 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27480.1    K00799   71.97  129.3   1.3e-37 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27490.1    K05277  525.83  560.1  9.2e-169 anthocyanidin synthase [EC:1.14.20.4]
* LOC_Os01g27520.2    K01893  379.37  489.4    1e-146 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* LOC_Os01g27520.1    K01893  379.37  755.0  4.6e-227 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* LOC_Os01g27550.1    K07497   14.00   45.8   3.1e-12 putative transposase
* LOC_Os01g27630.1    K00799   71.97  121.3   3.4e-35 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os01g27650.1    K23541   38.97   63.2   1.2e-17 Ca2+/H+ antiporter, TMEM165/GDT1 family
* LOC_Os01g27700.1    K05909  434.33  799.8  1.9e-240 laccase [EC:1.10.3.2]
* LOC_Os01g27730.1    K14538  361.47  706.1  2.6e-212 nuclear GTP-binding protein
* LOC_Os01g27750.1    K13832  381.63  865.9  1.2e-260 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
* LOC_Os01g27770.1    K13832  381.63  677.6  1.1e-203 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
* LOC_Os01g27880.1    K07024  224.50  710.5  5.2e-214 sucrose-6-phosphatase [EC:3.1.3.24]
* LOC_Os01g27940.2    K23966  253.37  371.1  6.3e-111 cyclin L
* LOC_Os01g27940.1    K23966  253.37  471.4  2.6e-141 cyclin L
* LOC_Os01g27990.2    K14015   57.90  149.2   7.4e-44 nuclear protein localization protein 4
* LOC_Os01g27990.1    K14015   57.90  206.6   3.1e-61 nuclear protein localization protein 4
* LOC_Os01g28030.1    K00430  110.93  384.8  4.9e-115 peroxidase [EC:1.11.1.7]
* LOC_Os01g28330.1    K07497   14.00   20.0   0.00021 putative transposase
* LOC_Os01g28450.1    K13449  155.33  269.4   1.9e-80 pathogenesis-related protein 1
* LOC_Os01g28500.1    K13449  155.33  274.1   6.9e-82 pathogenesis-related protein 1
* LOC_Os01g28550.1    K07497   14.00   35.8   3.4e-09 putative transposase
* LOC_Os01g28570.1    K23541   38.97  142.3   1.4e-41 Ca2+/H+ antiporter, TMEM165/GDT1 family
* LOC_Os01g28600.1    K07195   66.20  164.0     3e-48 exocyst complex component 7
* LOC_Os01g28680.3    K11801  155.63  581.9  9.8e-175 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.2    K11801  155.63  469.8  8.7e-141 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.5    K11801  155.63  520.2    5e-156 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.7    K11801  155.63  384.9  4.4e-115 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.12   K11801  155.63  581.9  9.8e-175 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.13   K11801  155.63  384.9  4.4e-115 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.8    K11801  155.63  408.0  4.5e-122 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.10   K11801  155.63  201.5   1.5e-59 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.4    K11801  155.63  512.9  7.7e-154 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.1    K11801  155.63  581.9  9.8e-175 DDB1- and CUL4-associated factor 11
* LOC_Os01g28680.9    K11801  155.63  408.0  4.5e-122 DDB1- and CUL4-associated factor 11
* LOC_Os01g28690.1    K14297  127.87  294.1   1.6e-87 nuclear pore complex protein Nup98-Nup96
* LOC_Os01g28690.2    K14297  127.87  294.1   1.6e-87 nuclear pore complex protein Nup98-Nup96
* LOC_Os01g28840.1    K26672  407.27  753.8  5.9e-227 S-type anion channel
* LOC_Os01g28950.1    K07497   14.00   35.6   4.1e-09 putative transposase
* LOC_Os01g29150.1    K15639  665.97  946.1  4.1e-285 PHYB activation tagged suppressor 1 [EC:1.14.-.-]
* LOC_Os01g29230.1    K22128  122.90  701.3  1.6e-210 piezo-type mechanosensitive ion channel component 1/2
* LOC_Os01g29380.1    K07497   14.00   33.9   1.3e-08 putative transposase
* LOC_Os01g29409.1    K15429  168.67  526.5    5e-158 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
* LOC_Os01g29469.1    K14819  185.50  187.1     3e-55 dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48]
* LOC_Os01g29469.1    K14165  151.33  152.4   9.2e-45 atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
* LOC_Os01g29660.1    K07497   14.00   31.6   6.5e-08 putative transposase
* LOC_Os01g31110.1    K07574   36.37   54.6   8.5e-15 RNA-binding protein
* LOC_Os01g31190.1    K07497   14.00   27.6   1.1e-06 putative transposase
